"seed","sample_size","p","q","rank","sigma","cov_scale","lambda_factor","lambda","lipschitz","iter","converged","hit_maxit","final_objective","final_rel_objective_change","final_step_frob","final_rel_step_frob","final_truth_frob","final_rank_truncated_truth_frob","rank_1e8","rank_1e4","minimax_rate_standard","ratio_standard","rank_truncated_ratio_standard","minimax_rate_covscale_adjusted","ratio_covscale_adjusted","rank_truncated_ratio_covscale_adjusted","scaledgd_reference_frob","ratio_to_scaledgd_reference","rank_truncated_ratio_to_scaledgd_reference","seed_best_full_frob","seed_best_rank_frob","full_within_5pct_seed_best","full_within_10pct_seed_best","rank_within_5pct_seed_best","rank_within_10pct_seed_best"
20260501,500,30,25,2,0.5,0.2,0.1,0.016583123951777,5.48367713754426,245,TRUE,FALSE,0.207505174666334,7.7768919546235e-09,0.00304867390861353,0.000657150487912433,5.19423727334373,5.16930419497161,4,4,0.234520787991171,22.1483021519579,22.0419871485602,1.17260393995586,4.42966043039159,4.40839742971204,3.91088544508124,1.32814866256862,1.32177335991089,4.6637680745743,4.40478453635807,FALSE,FALSE,FALSE,FALSE
20260501,500,30,25,2,0.5,0.2,0.15,0.0248746859276655,5.48367713754426,270,TRUE,FALSE,0.247175963076542,1.25957005066625e-09,0.00218193385312739,0.000513675797316826,5.54680171210511,5.55327333146711,4,4,0.234520787991171,23.6516419700667,23.6792370477459,1.17260393995586,4.73032839401334,4.73584740954918,3.91088544508124,1.41829818080746,1.41995295169065,4.6637680745743,4.40478453635807,FALSE,FALSE,FALSE,FALSE
20260501,500,30,25,2,0.5,0.2,0.2,0.033166247903554,5.48367713754426,156,TRUE,FALSE,0.280939227011211,2.57831412106397e-10,0.0044097118942322,0.00110978760911633,5.78793888110647,5.79559618399601,4,4,0.234520787991171,24.6798543134878,24.7125051627158,1.17260393995586,4.93597086269756,4.94250103254316,3.91088544508124,1.47995612819241,1.48191407428852,4.6637680745743,4.40478453635807,FALSE,FALSE,FALSE,FALSE
20260502,500,30,25,2,0.5,0.2,0.015,0.00248746859276655,5.6084143335245,1106,TRUE,FALSE,0.0773635848871272,9.69186153391527e-09,0.00118442753746038,0.000143368427401358,5.76186325538672,4.33562773901737,16,16,0.234520787991171,24.5686674718304,18.4871787961952,1.17260393995586,4.91373349436607,3.69743575923904,3.91088544508124,1.47328868009506,1.10860514834827,4.68049459526107,4.24975594113475,FALSE,FALSE,TRUE,TRUE
20260502,500,30,25,2,0.5,0.2,0.02,0.0033166247903554,5.6084143335245,932,TRUE,FALSE,0.0922343106044969,9.97247075806919e-09,0.00121498765529855,0.000160519003073097,5.19663205613928,4.24975594113475,13,13,0.234520787991171,22.1585135401085,18.1210202197288,1.17260393995586,4.43170270802169,3.62420404394576,3.91088544508124,1.32876100031903,1.08664802403755,4.68049459526107,4.24975594113475,FALSE,FALSE,TRUE,TRUE
20260502,500,30,25,2,0.5,0.2,0.025,0.00414578098794425,5.6084143335245,809,TRUE,FALSE,0.104821405582943,9.85271125169999e-09,0.00121284175340972,0.000171403271489352,4.87044755697624,4.25212049716903,12,12,0.234520787991171,20.7676581623953,18.1311027205362,1.17260393995586,4.15353163247907,3.62622054410725,3.91088544508124,1.24535674219296,1.08725263290874,4.68049459526107,4.24975594113475,TRUE,TRUE,TRUE,TRUE
20260502,500,30,25,2,0.5,0.2,0.03,0.0049749371855331,5.6084143335245,630,TRUE,FALSE,0.115771480751698,8.7543841938567e-09,0.00168129785608295,0.000250839759971677,4.72389245172688,4.32078718293973,11,11,0.234520787991171,20.1427450939007,18.4238984524578,1.17260393995586,4.02854901878013,3.68477969049156,3.91088544508124,1.20788310423875,1.10481046903944,4.68049459526107,4.24975594113475,TRUE,TRUE,TRUE,TRUE
20260502,500,30,25,2,0.5,0.2,0.035,0.00580409338312195,5.6084143335245,777,TRUE,FALSE,0.125420010622001,9.86003568398652e-09,0.000974369035172877,0.000151700619013207,4.68049459526107,4.41341089271682,11,11,0.234520787991171,19.9576960121645,18.8188472779776,1.17260393995586,3.9915392024329,3.76376945559552,3.91088544508124,1.19678642112818,1.12849403407293,4.68049459526107,4.24975594113475,TRUE,TRUE,TRUE,TRUE
20260502,500,30,25,2,0.5,0.2,0.04,0.0066332495807108,5.6084143335245,386,TRUE,FALSE,0.134041576033829,8.58519420873936e-09,0.00298577315784286,0.000481978744752117,4.71949190536748,4.52136435675241,9,9,0.234520787991171,20.123981101177,19.2791623952867,1.17260393995586,4.02479622023541,3.85583247905735,3.91088544508124,1.20675789962174,1.15609736471289,4.68049459526107,4.24975594113475,TRUE,TRUE,FALSE,TRUE
20260502,500,30,25,2,0.5,0.2,0.045,0.00746240577829965,5.6084143335245,356,TRUE,FALSE,0.141908567011848,5.51973887845753e-09,0.00324176496967919,0.000539082981786541,4.75902183275653,4.60126708285131,9,9,0.234520787991171,20.2925372779137,19.6198687641478,1.17260393995586,4.05850745558273,3.92397375282956,3.91088544508124,1.21686556652842,1.17652821783322,4.68049459526107,4.24975594113475,TRUE,TRUE,FALSE,TRUE
20260502,500,30,25,2,0.5,0.2,0.05,0.0082915619758885,5.6084143335245,346,TRUE,FALSE,0.14919997824917,7.15068390774681e-09,0.00294951225191863,0.000503307293075168,4.81364529395278,4.67908859230621,8,8,0.234520787991171,20.5254524990509,19.951700795421,1.17260393995586,4.10509049981018,3.9903401590842,3.91088544508124,1.23083259828205,1.19642691099305,4.68049459526107,4.24975594113475,TRUE,TRUE,FALSE,FALSE
20260502,500,30,25,2,0.5,0.2,0.06,0.0099498743710662,5.6084143335245,320,TRUE,FALSE,0.162578071384271,9.69418698432431e-09,0.00295196879643472,0.000525703076814438,4.90820198767941,4.80415760582806,7,7,0.234520787991171,20.9286435958256,20.4849968609559,1.17260393995586,4.18572871916512,4.09699937219119,3.91088544508124,1.25501042068427,1.2284066289567,4.68049459526107,4.24975594113475,TRUE,TRUE,FALSE,FALSE
20260502,500,30,25,2,0.5,0.2,0.075,0.0124373429638327,5.6084143335245,288,TRUE,FALSE,0.180585601420808,3.54243521080643e-09,0.00300365061483453,0.00056320315959911,5.04174474507489,4.96247737030648,7,7,0.234520787991171,21.498071826642,21.1600746049569,1.17260393995586,4.2996143653284,4.23201492099138,3.91088544508124,1.28915684590454,1.26888844994113,4.68049459526107,4.24975594113475,FALSE,TRUE,FALSE,FALSE
20260502,500,30,25,2,0.5,0.2,0.1,0.016583123951777,5.6084143335245,243,TRUE,FALSE,0.206580147660385,2.63962083910472e-09,0.00314913987458396,0.000630813816404098,5.26053131323806,5.20411583469945,5,5,0.234520787991171,22.4309808878695,22.19042447911,1.17260393995586,4.4861961775739,4.43808489582199,3.91088544508124,1.34509982128326,1.33067457683904,4.68049459526107,4.24975594113475,FALSE,FALSE,FALSE,FALSE
20260502,500,30,25,2,0.5,0.2,0.15,0.0248746859276655,5.6084143335245,184,TRUE,FALSE,0.249151678138586,2.78150759524797e-09,0.00362054780635171,0.000799120237760585,5.62772333065648,5.60953113920782,4,4,0.234520787991171,23.9966929109429,23.9191211459642,1.17260393995586,4.79933858218858,4.78382422919284,3.91088544508124,1.43898956123466,1.43433788025241,4.68049459526107,4.24975594113475,FALSE,FALSE,FALSE,FALSE
20260502,500,30,25,2,0.5,0.2,0.2,0.033166247903554,5.6084143335245,201,TRUE,FALSE,0.284527459080181,7.4231039904539e-09,0.00265239886006732,0.00063028619775374,5.86615091797153,5.86349689266619,4,4,0.234520787991171,25.013351559233,25.0020347573065,1.17260393995586,5.00267031184661,5.00040695146131,3.91088544508124,1.4999546778721,1.49927605270074,4.68049459526107,4.24975594113475,FALSE,FALSE,FALSE,FALSE
