"iter","lambda_factor","lambda","objective","rel_objective_change","step_frob","rel_step_frob","full_truth_frob","rank_truncated_truth_frob","rank_1e8","rank_1e4","converged"
59,0.04,0.0066332495807108,0.166261921144273,0.000542791047647437,0.052527347905374,0.0109242956973068,5.83070868447336,5.58434526958962,15,15,FALSE
60,0.04,0.0066332495807108,0.165659256274716,0.000516749161257293,0.0519114273864551,0.0107330245624309,5.81225321719078,5.56270335078102,15,15,FALSE
61,0.04,0.0066332495807108,0.16508611904287,0.000491685051837308,0.0512861067944394,0.0105421647275174,5.79404867231191,5.54122459174521,15,15,FALSE
62,0.04,0.0066332495807108,0.164541136984145,0.000467761180755137,0.0506519687201038,0.0103518211730203,5.7760933482852,5.51990440602758,15,15,FALSE
63,0.04,0.0066332495807108,0.16402272979795,0.0004451600460738,0.0500114150997631,0.0101624730675651,5.75838321579059,5.49873904489964,15,15,FALSE
64,0.04,0.0066332495807108,0.163529264050309,0.000423931367497072,0.0493684173885773,0.00997491199844851,5.74091110742684,5.47772572803362,15,15,FALSE
65,0.04,0.0066332495807108,0.16305927793672,0.00040393149369771,0.0487277541380786,0.00979007893856633,5.72366764287596,5.45686278556474,15,15,FALSE
66,0.04,0.0066332495807108,0.162611352510175,0.000385126910590223,0.0480950066239575,0.00960905802019883,5.70664442212608,5.43614995661193,15,15,FALSE
67,0.04,0.0066332495807108,0.162183658858345,0.000367873280186575,0.0474759911340882,0.00943295976267164,5.68983643587444,5.4155885417274,15,15,FALSE
68,0.04,0.0066332495807108,0.161774037558872,0.000352458319604315,0.0468742179135236,0.00926241848625892,5.67324091189901,5.39518084271198,15,15,FALSE
69,0.04,0.0066332495807108,0.161380720400355,0.000338548758882679,0.0462894635824038,0.00909732297297044,5.6568547956434,5.3749291889218,15,15,FALSE
70,0.04,0.0066332495807108,0.16100294084791,0.000325284849152959,0.0457177098282138,0.00893682147875959,5.64067236794519,5.3548354765068,15,15,FALSE
71,0.04,0.0066332495807108,0.160640815358347,0.000311907469672989,0.045153757309142,0.00877984805135434,5.62468281573413,5.33490119112202,15,15,FALSE
72,0.04,0.0066332495807108,0.160294102075362,0.000298725737021887,0.0445990108007579,0.00862663413727963,5.60887341405785,5.31512779657768,15,15,FALSE
73,0.04,0.0066332495807108,0.159961436744793,0.000286707766568961,0.044058558873362,0.00847811488749725,5.59323719853282,5.29551767322064,15,15,FALSE
74,0.04,0.0066332495807108,0.159642106205547,0.00027529409955342,0.0435282741690981,0.00833344240036123,5.57777256068717,5.27607374692891,14,14,FALSE
75,0.04,0.0066332495807108,0.159338646111991,0.000261684266147381,0.0429898300795158,0.00818907582927139,5.56247846357711,5.25679780753824,14,14,FALSE
76,0.04,0.0066332495807108,0.159049267204719,0.0002496068842724,0.0424500753642855,0.00804630811629088,5.54734684947624,5.23769079764388,14,14,FALSE
77,0.04,0.0066332495807108,0.158773997988603,0.000237495699194204,0.041897335092088,0.00790291253374937,5.53237544816354,5.21875469402616,14,14,FALSE
78,0.04,0.0066332495807108,0.158511815882306,0.000226258189045308,0.0413424775641176,0.00776094299998885,5.51756607527581,5.19999087077667,14,14,FALSE
79,0.04,0.0066332495807108,0.158261075548989,0.000216433125566207,0.0408026752750894,0.00762358641704025,5.50291973733294,5.18140131262096,14,14,FALSE
80,0.04,0.0066332495807108,0.158020918907639,0.000207342408736804,0.0402789817337076,0.00749097207338122,5.48843215005849,5.16298773195695,14,14,FALSE
81,0.04,0.0066332495807108,0.157791199295455,0.000198372592785202,0.039764474226764,0.00736174836270361,5.4740949052191,5.1447509800337,14,14,FALSE
82,0.04,0.0066332495807108,0.157571106904436,0.000190096790469107,0.0392601120384221,0.00723603766971428,5.4599024212954,5.126691655966,14,14,FALSE
83,0.04,0.0066332495807108,0.157359516577261,0.000182788189781747,0.0387692901244522,0.00711440581453114,5.44585473848132,5.10881110319483,13,13,FALSE
84,0.04,0.0066332495807108,0.157156590536829,0.000175335353903325,0.0382912952648837,0.00699665890362816,5.43195208602942,5.09111087837617,13,13,FALSE
85,0.04,0.0066332495807108,0.156960195535667,0.000169722060754761,0.037830968226055,0.00688361791133139,5.41819316542811,5.07359094387433,13,13,FALSE
86,0.04,0.0066332495807108,0.15676968561025,0.000164664200334782,0.0373852226510827,0.00677465293557269,5.40457726514357,5.05625093471197,13,13,FALSE
87,0.04,0.0066332495807108,0.156584538777255,0.000160055052702093,0.0369543559991708,0.00666975016048735,5.39110373987794,5.03909089957367,13,13,FALSE
88,0.04,0.0066332495807108,0.156404372660828,0.000155774273636216,0.0365379700102848,0.0065687728603927,5.37777202284675,5.02211061827096,13,13,FALSE
89,0.04,0.0066332495807108,0.156228958036432,0.000151689693106621,0.0361347844985747,0.00647142776854286,5.3645815540328,5.00530974912828,13,13,FALSE
90,0.04,0.0066332495807108,0.156058236230077,0.000147653979056869,0.0357422694570186,0.00637720266343117,5.35153167066138,4.98868792647324,13,13,FALSE
91,0.04,0.0066332495807108,0.155892343489995,0.000143498601440056,0.0353559514878709,0.00628524710640826,5.33862136391206,4.97224479904919,13,13,FALSE
92,0.04,0.0066332495807108,0.155731622441189,0.00013904499818789,0.034968750371568,0.00619426080429228,5.32584864082561,4.95598004715969,13,13,FALSE
93,0.04,0.0066332495807108,0.155576540439287,0.000134185133374714,0.0345737959457854,0.00610299835494621,5.31320910488481,4.93989339136057,13,13,FALSE
94,0.04,0.0066332495807108,0.155427426382806,0.000129038667074457,0.0341758140598176,0.00601227070661978,5.30069498850773,4.92398453741743,13,13,FALSE
95,0.04,0.0066332495807108,0.155284117335211,0.000124031197739113,0.0337908569835459,0.00592486292966082,5.28829808464134,4.9082528944112,13,13,FALSE
96,0.04,0.0066332495807108,0.155145880796762,0.000119655880639721,0.0334244538213748,0.00584168372483742,5.27601330518058,4.89269727279581,13,13,FALSE
97,0.04,0.0066332495807108,0.155011952241498,0.000115940815346766,0.0330730386805213,0.00576204624669541,5.26383886850621,4.87731611617988,13,13,FALSE
98,0.04,0.0066332495807108,0.154882004983545,0.000112507284189685,0.0327326467458012,0.0056852049611027,5.25177570623213,4.86210785408207,13,13,FALSE
99,0.04,0.0066332495807108,0.15475605945826,0.000109054885902477,0.0323996933732654,0.00561049062823044,5.2398262957134,4.84707101364768,13,13,FALSE
100,0.04,0.0066332495807108,0.154634234457475,0.000105498472848542,0.0320708352096224,0.00553728407286338,5.22799219504838,4.83220420011109,13,13,FALSE
101,0.04,0.0066332495807108,0.154516726693522,0.000101770552479926,0.0317429816398783,0.00546501719884817,5.21627242619944,4.81750601750923,13,13,FALSE
102,0.04,0.0066332495807108,0.154403737974819,9.78666797028135e-05,0.0314163915777646,0.00539370388776666,5.20466715628027,4.80297497381848,13,13,FALSE
103,0.04,0.0066332495807108,0.154294967080051,9.42225767208637e-05,0.0310956468931636,0.005324098386162,5.19317884088758,4.78860949274952,13,13,FALSE
104,0.04,0.0066332495807108,0.154189778624192,9.1127882264551e-05,0.030781804043972,0.00525634542199362,5.18180697113668,4.77440806348886,13,12,FALSE
105,0.04,0.0066332495807108,0.154088742822436,8.75382919064629e-05,0.030468590664891,0.00518934166818778,5.17054304265968,4.76036926850005,12,12,FALSE
106,0.04,0.0066332495807108,0.153991271833261,8.44571007048817e-05,0.0301609254878052,0.00512389784655318,5.15938905563966,4.7464915672692,12,12,FALSE
107,0.04,0.0066332495807108,0.153897183895869,8.15326248023069e-05,0.0298559238549254,0.00505949332489621,5.14834453184665,4.73277318503542,12,12,FALSE
108,0.04,0.0066332495807108,0.153806397985568,7.86776426598456e-05,0.0295532739881232,0.00499604952108727,5.13740844045368,4.71921225310534,12,12,FALSE
109,0.04,0.0066332495807108,0.153718838281502,7.58876915737305e-05,0.0292527339471018,0.00493350165618759,5.12657969652184,4.70580686749944,12,12,FALSE
110,0.04,0.0066332495807108,0.153634432437937,7.31598035537143e-05,0.0289540701037688,0.0048717876215621,5.11585714003375,4.69255511665352,12,12,FALSE
111,0.04,0.0066332495807108,0.153553110018614,7.04923648574351e-05,0.0286570646283545,0.00481084934800345,5.10523952988505,4.67945507823641,12,12,FALSE
112,0.04,0.0066332495807108,0.153474801212354,6.78848729024227e-05,0.0283615221829571,0.00475063389375628,5.09472554668882,4.66650482025758,12,12,FALSE
113,0.04,0.0066332495807108,0.153399436026637,6.53375224475127e-05,0.028067273702064,0.00469109400420835,5.08431380348795,4.65370240980271,12,12,FALSE
114,0.04,0.0066332495807108,0.153326943925902,6.28508203415063e-05,0.0277741772596811,0.00463218817494315,5.07400286241849,4.64104592451123,12,12,FALSE
115,0.04,0.0066332495807108,0.15325725371283,6.04253749889647e-05,0.0274821172954965,0.00457388044065924,5.06379125386989,4.62853346377041,12,12,FALSE
116,0.04,0.0066332495807108,0.153190293394547,5.80619094892342e-05,0.0271910038063545,0.00451614015977148,5.05367749490572,4.61616315917844,12,12,FALSE
117,0.04,0.0066332495807108,0.153125989800722,5.57614768296851e-05,0.0269007730152891,0.00445894204148939,5.04366010484622,4.60393318471808,12,12,FALSE
118,0.04,0.0066332495807108,0.153064267824835,5.35257868022852e-05,0.0266113904966725,0.00440226657144941,5.03373761714851,4.59184176680164,12,12,FALSE
119,0.04,0.0066332495807108,0.153005049319957,5.13575058487798e-05,0.0263228567718713,0.00434610083408316,5.02390858763748,4.57988719384099,12,12,FALSE
120,0.04,0.0066332495807108,0.152948251836076,4.92603947520909e-05,0.0260352143539399,0.00429043956184186,5.01417159963579,4.56806782473291,12,12,FALSE
121,0.04,0.0066332495807108,0.152893787483092,4.72391999358987e-05,0.0257485545057083,0.00423528612696873,5.00452526669752,4.55638209568701,12,12,FALSE
122,0.04,0.0066332495807108,0.152841562219848,4.52992841241995e-05,0.0254630217520467,0.00418065315801816,4.99496823361848,4.54482852507052,12,12,FALSE
123,0.04,0.0066332495807108,0.152791475808901,4.34460489525397e-05,0.0251788144533762,0.00412656251006241,4.98549917630127,4.5334057162885,12,12,FALSE
124,0.04,0.0066332495807108,0.152743422557379,4.16842529894852e-05,0.0248961804221181,0.0040730444303448,4.97611680096217,4.52211235904712,12,12,FALSE
125,0.04,0.0066332495807108,0.152697292815988,4.00173538083307e-05,0.0246154074917933,0.00402013591386055,4.96681984309623,4.51094722956679,12,12,FALSE
126,0.04,0.0066332495807108,0.152652975066957,3.84469967156609e-05,0.0243368099054792,0.00396787839879251,4.95760706656305,4.49990919036452,12,12,FALSE
127,0.04,0.0066332495807108,0.152610358329536,3.69727388407594e-05,0.024060712151126,0.00391631507322066,4.94847726311609,4.48899719011552,12,12,FALSE
128,0.04,0.0066332495807108,0.152569334566866,3.55920475408921e-05,0.0237874322885176,0.00386548812866308,4.93942925267569,4.4782102638842,12,12,FALSE
129,0.04,0.0066332495807108,0.152529800791681,3.4300561362977e-05,0.0235172668526502,0.0038154362982134,4.93046188463908,4.4675475337612,12,12,FALSE
130,0.04,0.0066332495807108,0.15249166062856,3.30925613327399e-05,0.0232504791363436,0.0037661929672314,4.92157404052023,4.45700820972452,12,12,FALSE
131,0.04,0.0066332495807108,0.152454825180637,3.19615743713294e-05,0.0229872921415576,0.0037177850581464,4.91276463819043,4.44659159040502,12,12,FALSE
132,0.04,0.0066332495807108,0.152419213153848,3.0901017558957e-05,0.0227278868220446,0.00367023278105262,4.90403263791338,4.43629706339692,12,12,FALSE
133,0.04,0.0066332495807108,0.152384750301676,2.99047879264042e-05,0.0224724054679778,0.00362355021651627,4.89537705019667,4.42612410480183,12,12,FALSE
134,0.04,0.0066332495807108,0.152351368359752,2.89677053743153e-05,0.022220959243288,0.00357774656253562,4.88679694519584,4.41607227780277,12,12,FALSE
135,0.04,0.0066332495807108,0.152319003732419,2.80857282084741e-05,0.0219736380470061,0.00353282774493964,4.87829146301215,4.40614123019584,12,12,FALSE
136,0.04,0.0066332495807108,0.152287596255247,2.72558875367837e-05,0.0217305201780163,0.00348879798314737,4.86985982377246,4.39633069092196,12,12,FALSE
137,0.04,0.0066332495807108,0.152257088363802,2.64759349524892e-05,0.0214916789811557,0.00344566085960603,4.86150133596384,4.38664046570687,12,12,FALSE
138,0.04,0.0066332495807108,0.152227424923677,2.57437688387453e-05,0.0212571840384949,0.00340341950793618,4.85321540124918,4.37707043191288,12,12,FALSE
139,0.04,0.0066332495807108,0.152198553805838,2.50567875868524e-05,0.0210270957675544,0.00336207574623351,4.84500151406019,4.36762053262439,12,12,FALSE
140,0.04,0.0066332495807108,0.152170427041902,2.44113862520804e-05,0.0208014544574834,0.00332162832976108,4.83685925477552,4.35829076984541,12,12,FALSE
141,0.04,0.0066332495807108,0.152143002128699,2.38028268729019e-05,0.0205802673254211,0.00328207090180164,4.82878827632181,4.34908119651108,12,12,FALSE
142,0.04,0.0066332495807108,0.15211624288008,2.32256313406168e-05,0.0203634991066502,0.00324339052277602,4.82078828559659,4.33999190685221,12,12,FALSE
143,0.04,0.0066332495807108,0.152090119281511,2.26744468974775e-05,0.0201510716392498,0.00320556764046524,4.81285902315056,4.33102302455325,12,12,FALSE
144,0.04,0.0066332495807108,0.152064606210085,2.21450310176038e-05,0.0199428744918151,0.00316857781398829,4.80500024698191,4.32217468815809,12,12,FALSE
145,0.04,0.0066332495807108,0.152039681698762,2.1634647213843e-05,0.019738780904267,0.00313239426759339,4.79721172900248,4.31344703334453,12,12,FALSE
146,0.04,0.0066332495807108,0.15201532663219,2.11408226287103e-05,0.0195386503996201,0.00309698831325997,4.78949327591922,4.30484017204171,12,12,FALSE
147,0.04,0.0066332495807108,0.151991529359949,2.06570795463787e-05,0.0193422784319564,0.00306232138516541,4.78184479119887,4.29635416895946,12,12,FALSE
148,0.04,0.0066332495807108,0.151968301093057,2.01635743837415e-05,0.0191492065669276,0.00302831507248405,4.77426640612737,4.28798901710625,12,12,FALSE
149,0.04,0.0066332495807108,0.151945712748286,1.96084777246199e-05,0.0189581291044413,0.00299475760074302,4.76675873891944,4.2797446159409,12,12,FALSE
150,0.04,0.0066332495807108,0.151923966839417,1.8877546596339e-05,0.0187646002582645,0.00296094275269584,4.75932337020821,4.27162076131666,12,12,FALSE
151,0.04,0.0066332495807108,0.151903271707942,1.79657096052045e-05,0.0185510252939574,0.00292409484300742,4.7519618931515,4.26361716901356,12,12,FALSE
152,0.04,0.0066332495807108,0.151883105048533,1.75072507424342e-05,0.0183177002355202,0.00288426699892916,4.74466640386869,4.25573338224376,11,11,FALSE
153,0.04,0.0066332495807108,0.151864126125729,1.64764312635967e-05,0.0181231186107254,0.00285066683535382,4.73744006187854,4.24796783681812,11,11,FALSE
154,0.04,0.0066332495807108,0.151845818662639,1.58937696506646e-05,0.0179372944219315,0.00281856436794939,4.73028497832217,4.24032175121031,11,11,FALSE
155,0.04,0.0066332495807108,0.151828146140361,1.53427845914474e-05,0.0177529910125937,0.00278681249443081,4.72320142349707,4.23279506421432,11,11,FALSE
156,0.04,0.0066332495807108,0.151811068227176,1.48267892586977e-05,0.0175704451359695,0.00275544353542885,4.71618937456483,4.22538687032782,11,11,FALSE
157,0.04,0.0066332495807108,0.151794548441005,1.43424443701834e-05,0.0173897587924498,0.00272447072681415,4.70924890156242,4.21809656812646,11,11,FALSE
158,0.04,0.0066332495807108,0.151778547957263,1.38917863117725e-05,0.0172111234684543,0.00269392054391917,4.70238007390464,4.21092352873618,11,11,FALSE
159,0.04,0.0066332495807108,0.151763028174477,1.3474623931149e-05,0.0170347365241387,0.00266382027888135,4.69558291373844,4.20386692185058,11,11,FALSE
160,0.04,0.0066332495807108,0.151747953009654,1.30887729974497e-05,0.0168607721660877,0.00263419381351941,4.68885738703379,4.19692569916061,11,11,FALSE
161,0.04,0.0066332495807108,0.151733289696451,1.27313559921925e-05,0.0166893744170254,0.0026050605278428,4.68220340021106,4.1900986226149,11,11,FALSE
162,0.04,0.0066332495807108,0.151719009333677,1.23990188543197e-05,0.0165206552010261,0.00257643495575537,4.67562079567008,4.1833843039594,11,11,FALSE
163,0.04,0.0066332495807108,0.151705088177987,1.20872848131817e-05,0.0163546810873167,0.00254832468522992,4.66910934678232,4.17678124949581,11,11,FALSE
164,0.04,0.0066332495807108,0.151691509378755,1.1790170393079e-05,0.0161914523312075,0.00252072708758686,4.66266875389519,4.17028790813037,11,11,FALSE
165,0.04,0.0066332495807108,0.151678264389489,1.1500466190767e-05,0.0160308849365144,0.00249362654715194,4.65629864239613,4.16390271945892,11,11,FALSE
166,0.04,0.0066332495807108,0.151665353549699,1.12104571123938e-05,0.0158728023445882,0.00246699320948205,4.64999856292612,4.15762415756163,11,11,FALSE
167,0.04,0.0066332495807108,0.151652785663117,1.09127938447822e-05,0.0157169386563933,0.00244078353101799,4.64376799309824,4.15145076699653,11,11,FALSE
168,0.04,0.0066332495807108,0.151640576583373,1.06013547628562e-05,0.0155629532786581,0.00241494259957508,4.63760633987457,4.14538118940735,11,11,FALSE
169,0.04,0.0066332495807108,0.151628746948718,1.02719849364795e-05,0.0154104556638719,0.002389408006935,4.63151294203738,4.13941418092459,11,11,FALSE
170,0.04,0.0066332495807108,0.151617319334921,9.92300151118817e-06,0.0152590372522577,0.00236411481564317,4.62548707273861,4.1335486215281,11,11,FALSE
171,0.04,0.0066332495807108,0.151606315169853,9.55540081177209e-06,0.0151083066120576,0.00233900099450391,4.61952794267296,4.12778351779244,11,11,FALSE
172,0.04,0.0066332495807108,0.151595751741866,9.17277705746854e-06,0.0149579238361531,0.00231401271199449,4.61363470479313,4.12211800024731,11,11,FALSE
173,0.04,0.0066332495807108,0.151585639575079,8.78100389974898e-06,0.0148076310570271,0.00228910900546855,4.60780646157124,4.11655131623803,11,11,FALSE
174,0.04,0.0066332495807108,0.151575980394058,8.38772270947674e-06,0.0146572766208556,0.00226426545175279,4.60204227560308,4.11108281885835,11,11,FALSE
175,0.04,0.0066332495807108,0.151566765872383,8.00166192437956e-06,0.0145068307069876,0.00223947650439686,4.59634118392222,4.10571195235972,11,11,FALSE
176,0.04,0.0066332495807108,0.15155797732743,7.63181537847014e-06,0.0143563903445726,0.00221475618963762,4.59070221584349,4.10043823445275,11,11,FALSE
177,0.04,0.0066332495807108,0.151549586458545,7.28653619716743e-06,0.0142061723220359,0.00219013693797111,4.58512441360553,4.09526123608622,11,11,FALSE
178,0.04,0.0066332495807108,0.15154155712378,6.97263483868486e-06,0.0140564935383457,0.00216566649090372,4.57960685463225,4.09018055954627,11,11,FALSE
179,0.04,0.0066332495807108,0.151533848030063,6.69458576600021e-06,0.0139077397163491,0.00214140303306506,4.57414867395785,4.0851958159729,11,11,FALSE
180,0.04,0.0066332495807108,0.151526416097458,6.45394194644403e-06,0.0137603248089666,0.00211740891526856,4.56874908529847,4.08030660355464,11,11,FALSE
181,0.04,0.0066332495807108,0.151519220168621,6.24903496477099e-06,0.0136146446700823,0.00209374352231865,4.56340739940406,4.07551248767725,11,11,FALSE
182,0.04,0.0066332495807108,0.151512224680324,6.07500784548054e-06,0.0134710295040892,0.00207045598081581,4.55812303865451,4.07081298414848,11,11,FALSE
