"seed","sample_size","p","q","rank","sigma","signal","design","cov_scale","nuclear_maxit","nuclear_tol","nuclear_lambda","lipschitz","iter","converged","hit_maxit","final_objective","final_rel_objective_change","final_step_frob","final_rel_step_frob","final_truth_frob","final_rel_truth_frob","final_rank_truncated_truth_frob","rank_1e8","rank_1e4","reference_maxit","reference_tol","reference_iter","reference_converged","frob_diff_vs_reference","rel_frob_diff_vs_reference","objective_gap_vs_reference"
20260527,500,30,25,2,0.5,"6,4.4","kronecker",0.2,300,1e-06,0.16583123951777,5.76836235979349,31,TRUE,FALSE,0.561701843397372,8.14760497705546e-07,0.00280869437762064,0.00147915305200286,6.99835338064302,0.940584521485699,6.99835338064302,1,1,1000,0,1000,FALSE,0.0488591232409452,0.00656670684577131,0.000137906609998129
